Musterdatei;JanEggers;Stand: 08.10.2023 15:05:08
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;SPD Wahlkreisstimmen;AfD Wahlkreisstimmen;FDP Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Verjüngungsforschung Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;PdH Wahlkreisstimmen;ABG Wahlkreisstimmen;APPD Wahlkreisstimmen;dieBasis Wahlkreisstimmen;DKP Wahlkreisstimmen;DIE NEUE MITTE Wahlkreisstimmen;Volt Wahlkreisstimmen;KLIMALISTE WÄHLERL. Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;WDMR Wahlkreisstimmen;BUNDESPA. KLIMALISTE Wahlkreisstimmen;MERA25 Wahlkreisstimmen;NEV Wahlkreisstimmen;PP Wahlkreisstimmen;SGV Wahlkreisstimmen;Solibew Wahlkreisstimmen;CDU Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Verjüngungsforschung Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);PdH Wahlkreisstimmen (%);ABG Wahlkreisstimmen (%);APPD Wahlkreisstimmen (%);dieBasis Wahlkreisstimmen (%);DKP Wahlkreisstimmen (%);DIE NEUE MITTE Wahlkreisstimmen (%);Volt Wahlkreisstimmen (%);KLIMALISTE WÄHLERL. Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);WDMR Wahlkreisstimmen (%);BUNDESPA. KLIMALISTE Wahlkreisstimmen (%);MERA25 Wahlkreisstimmen (%);NEV Wahlkreisstimmen (%);PP Wahlkreisstimmen (%);SGV Wahlkreisstimmen (%);Solibew Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;GRÜNE Landesstimmen;SPD Landesstimmen;AfD Landesstimmen;FDP Landesstimmen;DIE LINKE Landesstimmen;FREIE WÄHLER Landesstimmen;Tierschutzpartei Landesstimmen;Die PARTEI Landesstimmen;PIRATEN Landesstimmen;ÖDP Landesstimmen;Verjüngungsforschung Landesstimmen;V-Partei³ Landesstimmen;PdH Landesstimmen;ABG Landesstimmen;APPD Landesstimmen;dieBasis Landesstimmen;DKP Landesstimmen;DIE NEUE MITTE Landesstimmen;Volt Landesstimmen;KLIMALISTE WÄHLERL. Landesstimmen;Bündnis C Landesstimmen;WDMR Landesstimmen;BUNDESPA. KLIMALISTE Landesstimmen;MERA25 Landesstimmen;NEV Landesstimmen;PP Landesstimmen;SGV Landesstimmen;Solibew Landesstimmen;CDU Landesstimmen (%);GRÜNE Landesstimmen (%);SPD Landesstimmen (%);AfD Landesstimmen (%);FDP Landesstimmen (%);DIE LINKE Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);Tierschutzpartei Landesstimmen (%);Die PARTEI Landesstimmen (%);PIRATEN Landesstimmen (%);ÖDP Landesstimmen (%);Verjüngungsforschung Landesstimmen (%);V-Partei³ Landesstimmen (%);PdH Landesstimmen (%);ABG Landesstimmen (%);APPD Landesstimmen (%);dieBasis Landesstimmen (%);DKP Landesstimmen (%);DIE NEUE MITTE Landesstimmen (%);Volt Landesstimmen (%);KLIMALISTE WÄHLERL. Landesstimmen (%);Bündnis C Landesstimmen (%);WDMR Landesstimmen (%);BUNDESPA. KLIMALISTE Landesstimmen (%);MERA25 Landesstimmen (%);NEV Landesstimmen (%);PP Landesstimmen (%);SGV Landesstimmen (%);Solibew Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
01000000000;Rotenburg;WK;NA;NA;60446;NA;NA;NA;32133;6886;53,1598451510439;NA;810;31323;0;0;9587;2794;9159;4211;1527;1239;1632;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;750;31383;0;0;7457;3443;7569;4030;1537;1219;1226;225;105;83;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;171;107;NA;0;NA;NA;NA
01100000000;Hersfeld;WK;NA;NA;60235;NA;NA;NA;31204;7527;51,8037685730887;NA;715;30489;0;0;8275;3379;8679;4892;2034;1074;1517;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;603;30601;0;0;7346;3413;6684;4632;1929;1142;1110;211;125;70;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;165;103;NA;0;NA;NA;NA
01200000000;Marburg-Biedenkopf I;WK;NA;NA;85171;NA;NA;NA;45362;8312;53,2599124115016;NA;927;44435;0;0;14917;4930;11805;6118;2351;2406;NA;NA;17;21;342;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;719;44643;0;0;10950;5752;9324;5752;2423;2344;1059;373;163;131;154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;187;117;NA;0;NA;NA;NA
01300000000;Marburg-Biedenkopf II;WK;NA;NA;96283;NA;NA;NA;51386;11262;53,3697537467673;NA;890;50496;0;0;12381;7878;10865;4398;2273;4353;NA;NA;412;385;243;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;665;50721;0;0;9812;8414;7981;4323;2379;4181;662;271;296;218;165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;164;103;NA;0;NA;NA;NA
01400000000;Fulda I;WK;NA;NA;78232;NA;NA;NA;40022;8135;51,1580938746293;NA;716;39306;0;0;13548;4999;3660;5182;2182;1348;990;NA;424;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;644;39378;0;0;10628;4821;3304;4926;2259;1378;749;217;231;92;118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;147;92;NA;0;NA;NA;NA
01500000000;Fulda II;WK;NA;NA;85109;NA;NA;NA;48219;9538;56,6555828408276;NA;882;47337;0;0;17717;5588;5632;7281;3051;1664;2036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;769;47450;0;0;14421;5709;4817;7053;2913;1360;1358;318;211;118;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;191;120;NA;0;NA;NA;NA
01600000000;Lahn-Dill I;WK;NA;NA;91206;NA;NA;NA;42591;7039;46,6975856851523;NA;1077;41514;0;0;13284;4760;8479;5941;3040;1583;NA;NA;NA;NA;553;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;706;41885;0;0;11397;4401;6929;5485;2172;1409;972;293;257;114;253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;141;88;NA;0;NA;NA;NA
01700000000;Lahn-Dill II;WK;NA;NA;98085;NA;NA;NA;48017;10285;48,9544782586532;NA;998;47019;0;0;11876;6316;9611;6124;2830;1754;1721;NA;637;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;791;47226;0;0;10344;6164;7950;5606;2424;1852;1278;342;389;107;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;130;81;NA;0;NA;NA;NA
01800000000;Gießen I;WK;NA;NA;97045;NA;NA;NA;51571;12705;53,1413261888814;NA;857;50714;0;0;10387;8880;11072;4557;2219;3438;1571;NA;733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;674;50897;0;0;9222;8762;7911;4203;2352;3519;1066;356;420;192;221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;121;76;NA;0;NA;NA;NA
01900000000;Gießen II;WK;NA;NA;93975;NA;NA;NA;51507;11496;54,8092577813248;NA;833;50674;0;0;15821;5758;12510;6395;2461;1867;2286;NA;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;895;50612;0;0;12018;7144;9213;6040;2661;2065;1867;404;295;137;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;138;86;NA;0;NA;NA;NA
